mean_abs_shap_mm,share_pct,share_ci_lo_pct,share_ci_hi_pct,n_columns,sum_of_column_mean_abs_mm,internal_cancellation_pct,split_half_max_disagreement_pct,name,display,field_family,term_family,max_abs_r_any_column,most_correlated_with,model,target,units,n_rows_explained,n_rows_observed,sampled,n_mascons,n_features,predictors,base_value_mm,scope,caveat
3.0650206775468476,1.4379233335164825,1.3127688811973284,1.5427982690357056,1,3.0650206775468476,0.0,0.032158481281670426,runoff_anom_ante12m,"Surface runoff anomaly, antecedent 12 mo",Surface runoff anomaly,Antecedent means (1 to 24 mo),0.7355402172085371,runoff_anom_ante24m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.831161221314526,1.3282105438627847,1.2579385568618078,1.392117135239611,1,2.831161221314526,0.0,0.032158481281670426,sms,"Soil moisture, same month",Soil moisture,Same month,0.9750857942549845,sms_ctx1d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.743781225382453,1.2872171058890265,1.1725894401713972,1.378308892535181,1,2.743781225382453,0.0,0.032158481281670426,runoff_anom_ante6m,"Surface runoff anomaly, antecedent 6 mo",Surface runoff anomaly,Antecedent means (1 to 24 mo),0.7007073342068335,runoff_surface_ante6m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.7407089803126783,1.2857757933052412,1.2135801405762847,1.349131217808919,1,2.7407089803126783,0.0,0.032158481281670426,sin2,"Seasonal sine, 2 per year",Seasonal harmonics,Seasonal harmonics,0.37364999350392464,ppt_ante1m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.67628556314607,1.2555522011946405,1.2142922878131326,1.2927354469122088,1,2.67628556314607,0.0,0.032158481281670426,ppt_ante1m,"Precipitation, antecedent 1 mo",Precipitation,Antecedent means (1 to 24 mo),0.9028242179748684,ppt_ante2m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.66125570566731,1.2485010961477954,1.1212102907313852,1.3789554300635039,1,2.66125570566731,0.0,0.032158481281670426,runoff_anom_ante2m,"Surface runoff anomaly, antecedent 2 mo",Surface runoff anomaly,Antecedent means (1 to 24 mo),0.9197749784184356,runoff_anom_ante3m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.360536218558827,1.1074216017991678,1.0107600783164807,1.2129633583769546,1,2.360536218558827,0.0,0.032158481281670426,runoff_anom_ctx1d,"Surface runoff anomaly, 1 deg context",Surface runoff anomaly,Neighbourhood context (1 to 2 deg),0.9579196637305851,runoff_anom_ctx2d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.295857796597971,1.07707837677826,0.9088703342856054,1.2288996314949467,1,2.295857796597971,0.0,0.032158481281670426,runoff_surface_ante3m,"Surface runoff, antecedent 3 mo",Surface runoff,Antecedent means (1 to 24 mo),0.9417210714068782,runoff_surface_ante2m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.286541713242893,1.0727078308529472,0.8504484021700915,1.3800558330468187,1,2.286541713242893,0.0,0.032158481281670426,et_clim_mean,"Evapotranspiration, climatological mean",Evapotranspiration,Per-pixel climatology,0.9936789216579474,et_api120m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.1618246006843957,1.0141980636757164,0.9319572238845355,1.0915692416572875,1,2.1618246006843957,0.0,0.032158481281670426,et_ante3m,"Evapotranspiration, antecedent 3 mo",Evapotranspiration,Antecedent means (1 to 24 mo),0.9541611194912972,et_ante2m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.158833318300628,1.0127947339141048,0.7354392454144351,1.3452237007533587,1,2.158833318300628,0.0,0.032158481281670426,ppt_api120m,"Precipitation, API 120 mo",Precipitation,Exponential memory (API) (3 to 120 mo),0.9978306920955157,ppt_api60m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.1585500249673486,1.0126618297229075,0.8361847891314814,1.1828081765618488,1,2.1585500249673486,0.0,0.032158481281670426,wb_api120m,"Water balance (P minus ET minus Q), API 120 mo",Water balance (P minus ET minus Q),Exponential memory (API) (3 to 120 mo),0.9960702540270816,wb_api60m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.143888040871693,1.0057833087389432,0.8260027267676089,1.2605245952797335,1,2.143888040871693,0.0,0.032158481281670426,et_api120m,"Evapotranspiration, API 120 mo",Evapotranspiration,Exponential memory (API) (3 to 120 mo),0.9982799951020462,et_api60m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.1203590785482946,0.9947449349406551,0.8856536444667208,1.0912637298882748,1,2.1203590785482946,0.0,0.032158481281670426,wb_api12m,"Water balance (P minus ET minus Q), API 12 mo",Water balance (P minus ET minus Q),Exponential memory (API) (3 to 120 mo),0.9243329953706978,ppt_api12m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
2.046367067718285,0.9600323342571807,0.7953315546173476,1.1573428713596,1,2.046367067718285,0.0,0.032158481281670426,et_api60m,"Evapotranspiration, API 60 mo",Evapotranspiration,Exponential memory (API) (3 to 120 mo),0.9982799951020462,et_api120m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
1.9315176156089322,0.9061518797991055,0.8025626007693354,1.0292535709861255,1,1.9315176156089322,0.0,0.032158481281670426,ppt_clim_std,"Precipitation, climatological s.d.",Precipitation,Per-pixel climatology,0.862939294354674,ppt_clim_mean,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
1.873638197640248,0.878998338474831,0.724498844260226,1.0275743309626497,1,1.873638197640248,0.0,0.032158481281670426,runoff_anom_ante24m,"Surface runoff anomaly, antecedent 24 mo",Surface runoff anomaly,Antecedent means (1 to 24 mo),0.7355402172085371,runoff_anom_ante12m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
1.7724651226999109,0.8315340175173751,0.6751933259742658,0.9851025218468786,1,1.7724651226999109,0.0,0.032158481281670426,sms_ante12m,"Soil moisture, antecedent 12 mo",Soil moisture,Antecedent means (1 to 24 mo),0.9785834280594602,sms_ante24m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
1.7703637789077575,0.8305481934109956,0.7458397562953952,0.9214092875055873,1,1.7703637789077575,0.0,0.032158481281670426,runoff_surface_ctx2d,"Surface runoff, 2 deg context",Surface runoff,Neighbourhood context (1 to 2 deg),0.9536013450641712,runoff_surface_ctx1d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
1.7543710311956677,0.8230453581868424,0.7849444427589461,0.8634612301752717,1,1.7543710311956677,0.0,0.032158481281670426,ppt_ante2m,"Precipitation, antecedent 2 mo",Precipitation,Antecedent means (1 to 24 mo),0.9373844017410242,ppt_ante3m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
1.7510858895171126,0.821504167320462,0.7347653263833311,0.9006900382157569,1,1.7510858895171126,0.0,0.032158481281670426,et_ante2m,"Evapotranspiration, antecedent 2 mo",Evapotranspiration,Antecedent means (1 to 24 mo),0.9541611194912972,et_ante3m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
1.6804461394496168,0.7883642457401869,0.681453385617468,0.8976405138692359,1,1.6804461394496168,0.0,0.032158481281670426,sms_ante24m,"Soil moisture, antecedent 24 mo",Soil moisture,Antecedent means (1 to 24 mo),0.9785834280594602,sms_ante12m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
1.6299287205059092,0.7646645115164283,0.736015413445564,0.7882378696802098,1,1.6299287205059092,0.0,0.032158481281670426,ppt,"Precipitation, same month",Precipitation,Same month,0.9785815525450207,ppt_ctx1d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
1.6096872608061499,0.7551684361979373,0.6479628509213186,0.8872331403000651,1,1.6096872608061499,0.0,0.032158481281670426,elevation_std,Sub-grid elevation s.d.,Terrain,Static and land cover,0.9965560549440806,hnd,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
